Municipios;Distritos;Secciones;Indicadores de renta media y mediana;Periodo;Total
28006 Alcobendas;2800601 Alcobendas distrito 01;2800601061 Alcobendas sección 01061;Renta neta media por hogar;2023;44.397
28006 Alcobendas;2800601 Alcobendas distrito 01;2800601062 Alcobendas sección 01062;Renta neta media por hogar;2023;48.559
28006 Alcobendas;2800601 Alcobendas distrito 01;2800601063 Alcobendas sección 01063;Renta neta media por hogar;2023;62.569
28006 Alcobendas;2800601 Alcobendas distrito 01;2800601064 Alcobendas sección 01064;Renta neta media por hogar;2023;47.938
28006 Alcobendas;2800601 Alcobendas distrito 01;2800601065 Alcobendas sección 01065;Renta neta media por hogar;2023;57.644
28006 Alcobendas;2800601 Alcobendas distrito 01;2800601066 Alcobendas sección 01066;Renta neta media por hogar;2023;54.464
28006 Alcobendas;2800601 Alcobendas distrito 01;2800601067 Alcobendas sección 01067;Renta neta media por hogar;2023;104.774
28006 Alcobendas;2800601 Alcobendas distrito 01;2800601068 Alcobendas sección 01068;Renta neta media por hogar;2023;104.774
28007 Alcorcón;;;Renta neta media por hogar;2023;41.634
28007 Alcorcón;2800701 Alcorcón distrito 01;;Renta neta media por hogar;2023;42.205
28007 Alcorcón;2800701 Alcorcón distrito 01;2800701001 Alcorcón sección 01001;Renta neta media por hogar;2023;42.154
28007 Alcorcón;2800701 Alcorcón distrito 01;2800701002 Alcorcón sección 01002;Renta neta media por hogar;2023;30.933
28007 Alcorcón;2800701 Alcorcón distrito 01;2800701003 Alcorcón sección 01003;Renta neta media por hogar;2023;35.782
28007 Alcorcón;2800701 Alcorcón distrito 01;2800701004 Alcorcón sección 01004;Renta neta media por hogar;2023;30.947
28007 Alcorcón;2800701 Alcorcón distrito 01;2800701005 Alcorcón sección 01005;Renta neta media por hogar;2023;36.384
28007 Alcorcón;2800701 Alcorcón distrito 01;2800701006 Alcorcón sección 01006;Renta neta media por hogar;2023;34.906
28007 Alcorcón;2800701 Alcorcón distrito 01;2800701007 Alcorcón sección 01007;Renta neta media por hogar;2023;32.793
28007 Alcorcón;2800701 Alcorcón distrito 01;2800701008 Alcorcón sección 01008;Renta neta media por hogar;2023;32.339
28007 Alcorcón;2800701 Alcorcón distrito 01;2800701010 Alcorcón sección 01010;Renta neta media por hogar;2023;31.180
28007 Alcorcón;2800701 Alcorcón distrito 01;2800701011 Alcorcón sección 01011;Renta neta media por hogar;2023;29.688
28007 Alcorcón;2800701 Alcorcón distrito 01;2800701012 Alcorcón sección 01012;Renta neta media por hogar;2023;30.022
28007 Alcorcón;2800701 Alcorcón distrito 01;2800701013 Alcorcón sección 01013;Renta neta media por hogar;2023;29.463
28007 Alcorcón;2800701 Alcorcón distrito 01;2800701014 Alcorcón sección 01014;Renta neta media por hogar;2023;34.020
28007 Alcorcón;2800701 Alcorcón distrito 01;2800701015 Alcorcón sección 01015;Renta neta media por hogar;2023;57.840
28007 Alcorcón;2800701 Alcorcón distrito 01;2800701016 Alcorcón sección 01016;Renta neta media por hogar;2023;50.827
28007 Alcorcón;2800701 Alcorcón distrito 01;2800701017 Alcorcón sección 01017;Renta neta media por hogar;2023;65.549
28007 Alcorcón;2800701 Alcorcón distrito 01;2800701018 Alcorcón sección 01018;Renta neta media por hogar;2023;58.640
28007 Alcorcón;2800701 Alcorcón distrito 01;2800701019 Alcorcón sección 01019;Renta neta media por hogar;2023;50.457
28007 Alcorcón;2800701 Alcorcón distrito 01;2800701020 Alcorcón sección 01020;Renta neta media por hogar;2023;56.033
28007 Alcorcón;2800702 Alcorcón distrito 02;;Renta neta media por hogar;2023;45.721
28007 Alcorcón;2800702 Alcorcón distrito 02;2800702001 Alcorcón sección 02001;Renta neta media por hogar;2023;43.304
28007 Alcorcón;2800702 Alcorcón distrito 02;2800702002 Alcorcón sección 02002;Renta neta media por hogar;2023;44.804
28007 Alcorcón;2800702 Alcorcón distrito 02;2800702003 Alcorcón sección 02003;Renta neta media por hogar;2023;43.558
28007 Alcorcón;2800702 Alcorcón distrito 02;2800702004 Alcorcón sección 02004;Renta neta media por hogar;2023;49.404
28007 Alcorcón;2800702 Alcorcón distrito 02;2800702005 Alcorcón sección 02005;Renta neta media por hogar;2023;44.916
28007 Alcorcón;2800702 Alcorcón distrito 02;2800702006 Alcorcón sección 02006;Renta neta media por hogar;2023;48.416
28007 Alcorcón;2800702 Alcorcón distrito 02;2800702007 Alcorcón sección 02007;Renta neta media por hogar;2023;48.868
28007 Alcorcón;2800702 Alcorcón distrito 02;2800702008 Alcorcón sección 02008;Renta neta media por hogar;2023;50.209
28007 Alcorcón;2800702 Alcorcón distrito 02;2800702009 Alcorcón sección 02009;Renta neta media por hogar;2023;43.834
28007 Alcorcón;2800702 Alcorcón distrito 02;2800702010 Alcorcón sección 02010;Renta neta media por hogar;2023;35.771
28007 Alcorcón;2800702 Alcorcón distrito 02;2800702011 Alcorcón sección 02011;Renta neta media por hogar;2023;32.201
28007 Alcorcón;2800702 Alcorcón distrito 02;2800702012 Alcorcón sección 02012;Renta neta media por hogar;2023;31.588
28007 Alcorcón;2800702 Alcorcón distrito 02;2800702013 Alcorcón sección 02013;Renta neta media por hogar;2023;34.508
28007 Alcorcón;2800702 Alcorcón distrito 02;2800702014 Alcorcón sección 02014;Renta neta media por hogar;2023;33.425
28007 Alcorcón;2800702 Alcorcón distrito 02;2800702015 Alcorcón sección 02015;Renta neta media por hogar;2023;43.685
28007 Alcorcón;2800702 Alcorcón distrito 02;2800702016 Alcorcón sección 02016;Renta neta media por hogar;2023;44.443
28007 Alcorcón;2800702 Alcorcón distrito 02;2800702017 Alcorcón sección 02017;Renta neta media por hogar;2023;36.737
28007 Alcorcón;2800702 Alcorcón distrito 02;2800702019 Alcorcón sección 02019;Renta neta media por hogar;2023;51.316
28007 Alcorcón;2800702 Alcorcón distrito 02;2800702020 Alcorcón sección 02020;Renta neta media por hogar;2023;47.113
28007 Alcorcón;2800702 Alcorcón distrito 02;2800702021 Alcorcón sección 02021;Renta neta media por hogar;2023;49.813
28007 Alcorcón;2800702 Alcorcón distrito 02;2800702022 Alcorcón sección 02022;Renta neta media por hogar;2023;31.350
28007 Alcorcón;2800702 Alcorcón distrito 02;2800702023 Alcorcón sección 02023;Renta neta media por hogar;2023;43.455
28007 Alcorcón;2800702 Alcorcón distrito 02;2800702024 Alcorcón sección 02024;Renta neta media por hogar;2023;48.570
28007 Alcorcón;2800702 Alcorcón distrito 02;2800702025 Alcorcón sección 02025;Renta neta media por hogar;2023;43.840
28007 Alcorcón;2800702 Alcorcón distrito 02;2800702026 Alcorcón sección 02026;Renta neta media por hogar;2023;""
28007 Alcorcón;2800702 Alcorcón distrito 02;2800702027 Alcorcón sección 02027;Renta neta media por hogar;2023;42.781
28007 Alcorcón;2800702 Alcorcón distrito 02;2800702028 Alcorcón sección 02028;Renta neta media por hogar;2023;41.211
28007 Alcorcón;2800702 Alcorcón distrito 02;2800702029 Alcorcón sección 02029;Renta neta media por hogar;2023;33.047
28007 Alcorcón;2800702 Alcorcón distrito 02;2800702030 Alcorcón sección 02030;Renta neta media por hogar;2023;64.916
28007 Alcorcón;2800702 Alcorcón distrito 02;2800702031 Alcorcón sección 02031;Renta neta media por hogar;2023;49.285
28007 Alcorcón;2800702 Alcorcón distrito 02;2800702032 Alcorcón sección 02032;Renta neta media por hogar;2023;61.206
28007 Alcorcón;2800702 Alcorcón distrito 02;2800702033 Alcorcón sección 02033;Renta neta media por hogar;2023;36.674
28007 Alcorcón;2800702 Alcorcón distrito 02;2800702034 Alcorcón sección 02034;Renta neta media por hogar;2023;57.222
28007 Alcorcón;2800702 Alcorcón distrito 02;2800702035 Alcorcón sección 02035;Renta neta media por hogar;2023;57.546
28007 Alcorcón;2800702 Alcorcón distrito 02;2800702036 Alcorcón sección 02036;Renta neta media por hogar;2023;49.213
28007 Alcorcón;2800702 Alcorcón distrito 02;2800702037 Alcorcón sección 02037;Renta neta media por hogar;2023;69.410
28007 Alcorcón;2800702 Alcorcón distrito 02;2800702038 Alcorcón sección 02038;Renta neta media por hogar;2023;60.403
28007 Alcorcón;2800703 Alcorcón distrito 03;;Renta neta media por hogar;2023;35.873
28007 Alcorcón;2800703 Alcorcón distrito 03;2800703001 Alcorcón sección 03001;Renta neta media por hogar;2023;35.367
28007 Alcorcón;2800703 Alcorcón distrito 03;2800703002 Alcorcón sección 03002;Renta neta media por hogar;2023;30.946
28007 Alcorcón;2800703 Alcorcón distrito 03;2800703003 Alcorcón sección 03003;Renta neta media por hogar;2023;30.262
28007 Alcorcón;2800703 Alcorcón distrito 03;2800703004 Alcorcón sección 03004;Renta neta media por hogar;2023;33.139
28007 Alcorcón;2800703 Alcorcón distrito 03;2800703005 Alcorcón sección 03005;Renta neta media por hogar;2023;33.953
28007 Alcorcón;2800703 Alcorcón distrito 03;2800703006 Alcorcón sección 03006;Renta neta media por hogar;2023;29.487
28007 Alcorcón;2800703 Alcorcón distrito 03;2800703007 Alcorcón sección 03007;Renta neta media por hogar;2023;29.620
28007 Alcorcón;2800703 Alcorcón distrito 03;2800703008 Alcorcón sección 03008;Renta neta media por hogar;2023;27.986
28007 Alcorcón;2800703 Alcorcón distrito 03;2800703009 Alcorcón sección 03009;Renta neta media por hogar;2023;36.293
28007 Alcorcón;2800703 Alcorcón distrito 03;2800703010 Alcorcón sección 03010;Renta neta media por hogar;2023;30.207
28007 Alcorcón;2800703 Alcorcón distrito 03;2800703011 Alcorcón sección 03011;Renta neta media por hogar;2023;35.046
28007 Alcorcón;2800703 Alcorcón distrito 03;2800703012 Alcorcón sección 03012;Renta neta media por hogar;2023;39.200
28007 Alcorcón;2800703 Alcorcón distrito 03;2800703013 Alcorcón sección 03013;Renta neta media por hogar;2023;41.294
28007 Alcorcón;2800703 Alcorcón distrito 03;2800703014 Alcorcón sección 03014;Renta neta media por hogar;2023;41.892
28007 Alcorcón;2800703 Alcorcón distrito 03;2800703015 Alcorcón sección 03015;Renta neta media por hogar;2023;46.335
28007 Alcorcón;2800703 Alcorcón distrito 03;2800703016 Alcorcón sección 03016;Renta neta media por hogar;2023;38.723
28007 Alcorcón;2800703 Alcorcón distrito 03;2800703017 Alcorcón sección 03017;Renta neta media por hogar;2023;35.996
28007 Alcorcón;2800703 Alcorcón distrito 03;2800703018 Alcorcón sección 03018;Renta neta media por hogar;2023;36.495
28007 Alcorcón;2800703 Alcorcón distrito 03;2800703019 Alcorcón sección 03019;Renta neta media por hogar;2023;37.297
28007 Alcorcón;2800703 Alcorcón distrito 03;2800703020 Alcorcón sección 03020;Renta neta media por hogar;2023;39.598
28007 Alcorcón;2800703 Alcorcón distrito 03;2800703021 Alcorcón sección 03021;Renta neta media por hogar;2023;38.831
28007 Alcorcón;2800703 Alcorcón distrito 03;2800703022 Alcorcón sección 03022;Renta neta media por hogar;2023;41.768
28007 Alcorcón;2800703 Alcorcón distrito 03;2800703023 Alcorcón sección 03023;Renta neta media por hogar;2023;36.725
28007 Alcorcón;2800703 Alcorcón distrito 03;2800703024 Alcorcón sección 03024;Renta neta media por hogar;2023;38.894
28007 Alcorcón;2800703 Alcorcón distrito 03;2800703025 Alcorcón sección 03025;Renta neta media por hogar;2023;33.316
28007 Alcorcón;2800703 Alcorcón distrito 03;2800703026 Alcorcón sección 03026;Renta neta media por hogar;2023;32.230
28007 Alcorcón;2800703 Alcorcón distrito 03;2800703027 Alcorcón sección 03027;Renta neta media por hogar;2023;35.187
28007 Alcorcón;2800703 Alcorcón distrito 03;2800703028 Alcorcón sección 03028;Renta neta media por hogar;2023;""
28007 Alcorcón;2800703 Alcorcón distrito 03;2800703029 Alcorcón sección 03029;Renta neta media por hogar;2023;32.294
28007 Alcorcón;2800704 Alcorcón distrito 04;;Renta neta media por hogar;2023;41.310
28007 Alcorcón;2800704 Alcorcón distrito 04;2800704001 Alcorcón sección 04001;Renta neta media por hogar;2023;29.338
28007 Alcorcón;2800704 Alcorcón distrito 04;2800704002 Alcorcón sección 04002;Renta neta media por hogar;2023;29.734
28007 Alcorcón;2800704 Alcorcón distrito 04;2800704003 Alcorcón sección 04003;Renta neta media por hogar;2023;28.756
28007 Alcorcón;2800704 Alcorcón distrito 04;2800704004 Alcorcón sección 04004;Renta neta media por hogar;2023;29.637
28007 Alcorcón;2800704 Alcorcón distrito 04;2800704005 Alcorcón sección 04005;Renta neta media por hogar;2023;28.272
28007 Alcorcón;2800704 Alcorcón distrito 04;2800704006 Alcorcón sección 04006;Renta neta media por hogar;2023;34.522
28007 Alcorcón;2800704 Alcorcón distrito 04;2800704007 Alcorcón sección 04007;Renta neta media por hogar;2023;37.674
28007 Alcorcón;2800704 Alcorcón distrito 04;2800704008 Alcorcón sección 04008;Renta neta media por hogar;2023;38.770
28007 Alcorcón;2800704 Alcorcón distrito 04;2800704009 Alcorcón sección 04009;Renta neta media por hogar;2023;29.016
28007 Alcorcón;2800704 Alcorcón distrito 04;2800704010 Alcorcón sección 04010;Renta neta media por hogar;2023;28.610
28007 Alcorcón;2800704 Alcorcón distrito 04;2800704011 Alcorcón sección 04011;Renta neta media por hogar;2023;27.594
28007 Alcorcón;2800704 Alcorcón distrito 04;2800704012 Alcorcón sección 04012;Renta neta media por hogar;2023;31.751
28007 Alcorcón;2800704 Alcorcón distrito 04;2800704013 Alcorcón sección 04013;Renta neta media por hogar;2023;28.350
28007 Alcorcón;2800704 Alcorcón distrito 04;2800704014 Alcorcón sección 04014;Renta neta media por hogar;2023;28.737
28007 Alcorcón;2800704 Alcorcón distrito 04;2800704015 Alcorcón sección 04015;Renta neta media por hogar;2023;38.381
28007 Alcorcón;2800704 Alcorcón distrito 04;2800704016 Alcorcón sección 04016;Renta neta media por hogar;2023;35.709
28007 Alcorcón;2800704 Alcorcón distrito 04;2800704017 Alcorcón sección 04017;Renta neta media por hogar;2023;27.451
28007 Alcorcón;2800704 Alcorcón distrito 04;2800704018 Alcorcón sección 04018;Renta neta media por hogar;2023;39.961
28007 Alcorcón;2800704 Alcorcón distrito 04;2800704019 Alcorcón sección 04019;Renta neta media por hogar;2023;33.356
28007 Alcorcón;2800704 Alcorcón distrito 04;2800704020 Alcorcón sección 04020;Renta neta media por hogar;2023;40.440
28007 Alcorcón;2800704 Alcorcón distrito 04;2800704021 Alcorcón sección 04021;Renta neta media por hogar;2023;32.327
28007 Alcorcón;2800704 Alcorcón distrito 04;2800704022 Alcorcón sección 04022;Renta neta media por hogar;2023;34.849
28007 Alcorcón;2800704 Alcorcón distrito 04;2800704023 Alcorcón sección 04023;Renta neta media por hogar;2023;60.003
28007 Alcorcón;2800704 Alcorcón distrito 04;2800704024 Alcorcón sección 04024;Renta neta media por hogar;2023;60.064
28007 Alcorcón;2800704 Alcorcón distrito 04;2800704025 Alcorcón sección 04025;Renta neta media por hogar;2023;47.912
28007 Alcorcón;2800704 Alcorcón distrito 04;2800704026 Alcorcón sección 04026;Renta neta media por hogar;2023;48.600
28007 Alcorcón;2800704 Alcorcón distrito 04;2800704027 Alcorcón sección 04027;Renta neta media por hogar;2023;47.570
28007 Alcorcón;2800704 Alcorcón distrito 04;2800704028 Alcorcón sección 04028;Renta neta media por hogar;2023;63.355
28007 Alcorcón;2800704 Alcorcón distrito 04;2800704029 Alcorcón sección 04029;Renta neta media por hogar;2023;67.783
28007 Alcorcón;2800704 Alcorcón distrito 04;2800704030 Alcorcón sección 04030;Renta neta media por hogar;2023;39.229
28007 Alcorcón;2800704 Alcorcón distrito 04;2800704031 Alcorcón sección 04031;Renta neta media por hogar;2023;40.737
28007 Alcorcón;2800704 Alcorcón distrito 04;2800704032 Alcorcón sección 04032;Renta neta media por hogar;2023;51.283
28007 Alcorcón;2800704 Alcorcón distrito 04;2800704033 Alcorcón sección 04033;Renta neta media por hogar;2023;56.757
28007 Alcorcón;2800704 Alcorcón distrito 04;2800704034 Alcorcón sección 04034;Renta neta media por hogar;2023;41.465
28007 Alcorcón;2800704 Alcorcón distrito 04;2800704035 Alcorcón sección 04035;Renta neta media por hogar;2023;41.633
